"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-"
"*062ds*","Matt Turner","NOT","G","880","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06v0x*","Tymur Tutierov","SUN","F","881","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*05rc7*","Harry Tyrer","EVE","G","883","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*056ir*","Adam Webster","BHA","D","889","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*05wqy*","Joe White","NEW","M","892","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*062pa*","Joseph Whitworth","CRY","G","895","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*06nbq*","Caleb Wiley","CHE","D","896","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06muh*","Ethan Williams","MUN","M","898","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*05oji*","Rhys Williams","LIV","D","899","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*06617*","Keehan Willows","NOT","G","901","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*073k1*","James Wilson","TOT","F","902","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06qwh*","Ben Winterburn","BOU","M","904","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*068yi*","Illia Zabarnyi","BOU","D","910","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06mx2*","Carlos Miguel","NOT","G","914","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*0649i*","Antony","MUN","M","915","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06unr*","Yasin Ozcan","AVL","D","916","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06awq*","George Abbott","TOT","M","519","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*06yb6*","Oluwaseun Adewumi","BUR","M","522","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06cly*","Enock Agyei","BUR","F","525","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06zc2*","Tyrell Ashcroft","TOT","D","544","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*06zcb*","Lanre Awesu","WHU","G","546","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*03ek4*","Patrick Bamford","LEE","F","553","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*06uzr*","Jaydon Banel","BUR","F","554","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06qqm*","Callum Bates","EVE","M","555","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*06fwn*","Steven Benda","FUL","G","557","FA","NEW 0<br/>@FUL 2 F","0","0","-","-"
"*0700s*","Adam Berry","NOT","M","559","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*0643r*","Owen Bevan","BOU","D","561","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06clx*","Jordan Beyer","BUR","D","562","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06zc1*","Carey Bloedorn","TOT","G","565","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*06ex2*","Aaron Bott","NOT","G","568","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*071xd*","George Brierley","BUR","M","571","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*074vk*","Alfie Brooks","WOL","G","573","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*05gcx*","Josh Brownhill","BUR","M","576","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06idv*","Elijah Campbell","EVE","D","580","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*071xc*","Murray Campbell","BUR","D","581","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*072j7*","TJ Carroll","AVL","D","582","FA","AVL 2<br/>@MCI 1 F","0","0","-","-"
"*06q2g*","Dante Cassanova","TOT","D","585","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*06c4r*","Darko Churlinov","BUR","F","590","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*071xe*","Ellis Clark","BUR","M","591","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*07233*","Ellis Clark","BUR","M","592","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*072ox*","Sam Coffey","MCI","M","594","FA","AVL 2<br/>@MCI 1 F","0","0","-","-"
"*05xtq*","Matthew Cox","BRF","G","598","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*0689t*","Michael Dacosta Gonzalez","BOU","F","603","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06zrr*","Josh Davidson","LIV","D","605","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*05tz8*","Emmanuel Dennis","NOT","F","609","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*05nio*","Alfie Devine","TOT","M","611","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*073ue*","Jaden Dixon","ARS","D","613","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*05ux0*","Owen Dodgson","BUR","D","615","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*074vj*","Harrison Dudziak","ARS","M","618","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*06dmn*","George Earthy","WHU","M","619","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*062ck*","Malcolm Ebiowei","CRY","F","620","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*02lym*","Lukasz Fabianski","WHU","G","627","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*06jgk*","Romain Faivre","BOU","M","628","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06zcd*","Preston Fearon","WHU","M","629","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*06873*","Joao Felix","CHE","F","630","FA","CHE 1<br/>@SUN 2 F","0","0","-","-"
"*063e8*","Goncalo Guedes","WOL","F","639","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*062pb*","Owen Goodman","CRY","G","649","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*075jv*","Josh Gracey","WOL","G","651","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06uzk*","Etienne Green","BUR","G","655","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*05r4r*","Sam Greenwood","LEE","F","656","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*072dz*","Ben Hammond","NOT","D","662","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*0746k*","Justin Hanks","NOT","D","663","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*035mq*","Isaac Hayden","NEW","M","671","FA","NEW 0<br/>@FUL 2 F","0","0","-","-"
"*06rnm*","Isaac Heath","EVE","F","672","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*0645w*","Krisztian Hegyi","WHU","G","674","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*05oz4*","Karl Hein","ARS","G","675","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*06jfq*","Travis Hernes","NEW","M","677","FA","NEW 0<br/>@FUL 2 F","0","0","-","-"
"*06nyx*","Finlay Herrick","WHU","G","678","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*06zbs*","Marcus Hill","CRY","G","681","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*06mfw*","Vaclav Hladky","BUR","G","683","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*044nm*","Rob Holding","CRY","D","686","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*06kx0*","Danny Imray","CRY","D","692","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*0746j*","Jackson Izquierdo","CRY","G","694","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*06xzm*","Zak Johnson","SUN","D","697","FA","CHE 1<br/>@SUN 2 F","0","0","-","-"
"*06rkx*","Joe Knight","BHA","M","708","FA","MUN 3<br/>@BHA 0 F","0","0","-","-"
"*06dqv*","Luca Koleosho","BUR","M","709","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06rkr*","Trent Kone-Doherty","LIV","F","711","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*06zrs*","Michael Laffey","LIV","M","718","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*06zqj*","Ethan Laidlaw","BRF","F","719","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*066t2*","Will Lankshear","TOT","F","722","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*070em*","Marley Leuluai","BUR","M","726","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06c4p*","Benson Manuel","BUR","F","734","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06xzo*","Jay Matete","SUN","M","737","FA","CHE 1<br/>@SUN 2 F","0","0","-","-"
"*072jc*","Alfie McNally","FUL","G","745","FA","NEW 0<br/>@FUL 2 F","0","0","-","-"
"*04ylt*","Chris Mepham","BOU","D","748","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06v0r*","Ben Middlemas","SUN","M","752","FA","CHE 1<br/>@SUN 2 F","0","0","-","-"
"*06zby*","Kornel Misciur","LIV","G","753","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*06roi*","Jack Moorhouse","MUN","M","756","FA","MUN 3<br/>@BHA 0 F","0","0","-","-"
"*06xzj*","David Mota Veiga Teixeira do Carmo","NOT","D","761","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06v09*","Reece Munro","MUN","D","764","FA","MUN 3<br/>@BHA 0 F","0","0","-","-"
"*0722r*","Rhys Oakley","AVL","G","777","FA","AVL 2<br/>@MCI 1 F","0","0","-","-"
"*04mmx*","Michael Obafemi","BUR","F","778","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06l53*","Temple Ojinnaka","WOL","M","781","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*072hx*","Saheed Olagunju","WOL","D","782","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06mwu*","Riley Owen","BRF","M","789","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*06mex*","Alex Paulsen","BOU","G","796","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*05nuf*","Myles Peart-Harris","BRF","M","797","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*06yjz*","Tommy Pilling","LIV","M","801","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*070en*","Oliver Pimlott","BUR","F","802","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*072ce*","Carter Pinnington","LIV","D","803","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*06fwj*","Alfie Pond","WOL","D","804","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*071xf*","Brandon Pouani","BUR","F","806","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06ie2*","Sam Proctor","AVL","G","808","FA","AVL 2<br/>@MCI 1 F","0","0","-","-"
"*072cd*","Nils Ramming","BHA","G","813","FA","MUN 3<br/>@BHA 0 F","0","0","-","-"
"*05vyc*","Aaron Ramsey","BUR","M","815","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06nyy*","Junior Robinson","WHU","D","822","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*062oi*","Kaden Rodney","CRY","M","823","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*06nk2*","Alexei Rojas Fedorushchenko","ARS","G","825","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*06nkh*","Reggie Rose","BRF","G","826","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*072i1*","Leon Routh","AVL","D","827","FA","AVL 2<br/>@MCI 1 F","0","0","-","-"
"*06prt*","Triston Rowe","AVL","D","828","FA","AVL 2<br/>@MCI 1 F","0","0","-","-"
"*06zc5*","James Rowswell","TOT","D","829","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*06xzq*","Nazariy Rusyn","SUN","F","832","FA","CHE 1<br/>@SUN 2 F","0","0","-","-"
"*0643v*","Dominic Sadi","BOU","F","833","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*066se*","Charles Sagoe Junior","ARS","F","834","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*06uzm*","Shurandy Sambo","BUR","D","839","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*05x9k*","Jeremy Sarmiento","BHA","M","841","FA","MUN 3<br/>@BHA 0 F","0","0","-","-"
"*05nsf*","Malang Sarr","CHE","D","842","FA","CHE 1<br/>@SUN 2 F","0","0","-","-"
"*06uzx*","Isaac Schmidt","LEE","D","843","FA","LEE 0<br/>@WHU 3 F","0","0","-","-"
"*0700r*","Jimmy Sinclair","NOT","M","853","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*05o8k*","Fabio Silva","WOL","F","856","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*070hm*","Luis Eduardo Soares da Silva","NOT","D","857","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06mmk*","Marko Stamenic","NOT","M","861","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06nl8*","Luca Stephenson","LIV","M","864","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*072iv*","Ethan Sutherland","WOL","M","867","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*072dy*","Jack Thompson","NOT","D","872","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*0643w*","Ryan Trevitt","BRF","M","877","FA","BRF 1<br/>@LIV 1 F","0","0","-","-"
"*06uzs*","Tom Tweedy","BUR","F","882","FA","WOL 1<br/>@BUR 1 F","0","0","-","-"
"*06kk4*","Franco Umeh-Chibueze","CRY","F","884","FA","ARS 2<br/>@CRY 1 F","0","0","-","-"
"*06fxg*","Odysseas Vlachodimos","NEW","G","886","FA","NEW 0<br/>@FUL 2 F","0","0","-","-"
"*05rka*","Reece Welch","EVE","D","890","FA","EVE 0<br/>@TOT 1 F","0","0","-","-"
"*0700q*","Archie Whitehall","NOT","M","893","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06zbr*","Harold William","BOU","D","897","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06avm*","James Wright","AVL","G","905","FA","AVL 2<br/>@MCI 1 F","0","0","-","-"
"*066tb*","Kadan Young","AVL","F","909","FA","AVL 2<br/>@MCI 1 F","0","0","-","-"
"*056at*","Jordan Zemura","BOU","D","911","FA","BOU 1<br/>@NOT 1 F","0","0","-","-"
"*06rnn*","Sean Neave","NEW","F","917","FA","NEW 0<br/>@FUL 2 F","-0.5","-0.5","1%","-2%"
"*0620k*","Nayef Aguerd","WHU","D","918","FA","LEE 0<br/>@WHU 3 F","-1.25","-0.62","0%","0%"
"*06jfe*","Hakon Valdimarsson","BRF","G","919","FA","BRF 1<br/>@LIV 1 F","-2","-2","1%","0%"
"*05746*","Emil Krafth","NEW","D","920","FA","NEW 0<br/>@FUL 2 F","-2.25","-2.25","0%","0%"
